2020-05-14 13:33:41,[192.168.10.2:53],gosuslugi.ru,120,%!s(<nil>)
2020-05-14 13:33:41,[192.168.10.2:53],www.gob.pe,56,%!s(<nil>)
2020-05-14 13:33:41,[192.168.10.2:53],eyny.com,77,%!s(<nil>)
2020-05-14 13:33:41,[192.168.10.2:53],dropbox.com,96,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],gosuslugi.ru,1,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],jstor.org,114,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],google.com.ua,27,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],figma.com,36,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],uptodown.com,28,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],edupage.org,45,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],eba.gov.tr,94,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],cdc.gov,115,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],bukalapak.com,45,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],rottentomatoes.com,28,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],superuser.com,27,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],clever.com,41,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],diariolibre.com,105,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],viewlnk.com,84,%!s(<nil>)
2020-05-14 13:33:42,[192.168.10.2:53],managebac.com,160,%!s(<nil>)
2020-05-14 13:33:43,[192.168.10.2:53],subscene.com,32,%!s(<nil>)
2020-05-14 13:33:43,[192.168.10.2:53],youporn.com,63,%!s(<nil>)
2020-05-14 13:33:43,[192.168.10.2:53],ucoz.ru,1,%!s(<nil>)
2020-05-14 13:33:43,[192.168.10.2:53],virtual.edu.az,93,%!s(<nil>)
2020-05-14 13:33:43,[192.168.10.2:53],hulu.com,221,%!s(<nil>)
2020-05-14 13:33:43,[192.168.10.2:53],adobe.com,1177,%!s(<nil>)
2020-05-14 13:33:44,[192.168.10.2:53],willhaben.at,168,%!s(<nil>)
2020-05-14 13:33:44,[192.168.10.2:53],itpatratr.com,37,%!s(<nil>)
2020-05-14 13:33:44,[192.168.10.2:53],viva.co.id,32,%!s(<nil>)
2020-05-14 13:33:44,[192.168.10.2:53],macys.com,52,%!s(<nil>)
2020-05-14 13:33:44,[192.168.10.2:53],videouroki.net,29,%!s(<nil>)
2020-05-14 13:33:44,[192.168.10.2:53],google.co.ma,27,%!s(<nil>)
2020-05-14 13:33:44,[192.168.10.2:53],1337x.to,26,%!s(<nil>)
2020-05-14 13:33:44,[192.168.10.2:53],sarkariresult.com,32,%!s(<nil>)
2020-05-14 13:33:45,[192.168.10.2:53],pandora.com,27,%!s(<nil>)
2020-05-14 13:33:45,[192.168.10.2:53],gazzettadelsud.it,27,%!s(<nil>)
2020-05-14 13:33:45,[192.168.10.2:53],kakao.com,287,%!s(<nil>)
2020-05-14 13:33:45,[192.168.10.2:53],pnc.com,101,%!s(<nil>)
